Housing_Id,heating_features,cooling_features
36417,Missing,Wall/Window Unit(s)
36418,"Forced Air, Fireplace",Ceiling Fan
36419,Central Forced Air - Gas,Other
36420,Missing,See Remarks
36421,"Heat pump, Stove, Electric, Wood / Pellet",Central
36422,Central,Central Air
36423,Other,None
36424,Radiant,Missing
36425,Central,Central Air
36426,Central,Central Air
36427,"Forced air, Gas",Other
36428,Central Forced Air,Central AC
36429,Missing,None
36430,Central,Central Air
36431,Wall Furnace,None
36432,Radiant,Missing
36433,Forced air,Central
36434,Radiant,None
36435,Wall Furnace,None
36437,Forced air,Central
36438,"Forced air, Other, Gas",Missing
36439,Central,Central Air
36440,Central Forced Air,"Central Forced Air, Ceiling Fan"
36441,Missing,Missing
36442,Floor Furnace,None
36443,Missing,Missing
36444,Missing,Missing
36445,Forced Air,Central Air
36446,"Central Forced Heat, Gas Heat",None
36447,Radiant,Missing
36448,"Baseboard, Electric, Wood Stove, Fireplace Insert",Evaporative Cooling
36449,Central Forced Air - Gas,None
36450,Missing,Evaporative
36451,Forced Air,Other
36452,Missing,Missing
36454,Central Forced Air - Gas,None
36455,Missing,Missing
36456,None,Missing
36457,Missing,Central Air
36459,Central,Central Air
36460,"Central, Wood Stove",Central Air
36461,Central Forced Air,Central AC
36462,Other,Missing
36463,Missing,Dual
36464,"None, Other",Central
36465,Forced Air,None
36467,Central,Central Air
36469,"Heating - 2+ Zones, Central Forced Air",Central AC
36470,Zoned,"Ceiling Fan(s), Zoned"
36471,Heat Pump,Refrigerator
36472,Gravity,None
36473,Missing,Missing
36474,Missing,Missing
36475,Central,Central Air
36476,Central,Missing
36477,"Central, Wood Stove",Central Air
36478,Central,Central Air
36480,Central Forced Air - Gas,None
36481,Central,Central Air
36482,Central,Central Air
36483,Missing,Missing
36485,Central,None
36486,"Fireplace(s), Forced Air, Central",Missing
36487,Forced Air,Ceiling Fan(s)
36488,Central,Central
36489,Forced Air,Central AC
36490,Central,Central Air
36491,Wall Furnace,None
36492,Missing,Missing
36494,"Forced air, Gas",None
36495,Missing,Central Air
36496,Missing,Missing
36497,Wall Furnace,None
36501,"Forced air, Electric",Other
36504,"Radiant, Electric, Gas",None
36505,Central,Central Air
36506,Central,Central Air
36507,Central,Central Air
36508,Central Forced Air - Gas,Central AC
36509,Forced Air,"Electric, Central Air"
36510,Radiant,None
36511,Forced Air,None
36512,Central Forced Air - Gas,Central AC
36513,Missing,Missing
36514,Central Forced Air - Gas,Ceiling Fan
36515,Central,Missing
36517,Forced air,Central
36518,Central,Central Air
36519,"Central, Gas",Missing
36520,Central Forced Air,Central AC
36521,Missing,Missing
36523,"Baseboard, Other, Stove, Electric, Wood / Pellet",None
36527,Wall Furnace,Window Unit(s)
36528,"Central, Propane",Central Air
36529,Central Forced Air - Gas,"Central AC, Whole House / Attic Fan"
36530,Central Forced Air,None
36531,Central,Central Air
36532,Gas,Central AC
36534,Central,Central Air
36535,"Forced air, Gas","None, Other"
36536,"Forced air, Gas",Other
36537,Central,Central Air
36539,Forced air,Central
36541,Central,Central Air
36542,Central,Central Air
36543,Central Forced Air,Ceiling Fan
36544,Central,Missing
36545,Missing,Missing
36546,Central,Central Air
36547,"Fireplace, Central Forced Air","Ceiling Fan, Central AC"
36548,Missing,Missing
36549,"Forced air, Other, Oil",Central
36550,Central,Central Air
36551,"Central, Forced Air, Propane, Pellet Stove","Central Air, Electric"
36555,"Electric, Fireplace, Central Forced Air - Gas",Ceiling Fan
36556,Central,Central Air
36557,"Baseboard, Pellet Stove",None
36558,Wall Furnace,Missing
36559,Central,Central Air
36560,"Central, Fireplace(s)","Central Air, Dual, Electric, Gas"
36561,"Central, Zoned",Central Air
36562,Other,Missing
36565,Central,Central Air
36566,Central,Central Air
36567,"Natural Gas, Central",Central Air
36568,"Electric, Other",Window / Wall Unit
36569,Missing,Missing
36570,Central Forced Air,None
36572,Missing,Missing
36574,"Forced air, Stove, Electric, Other, Propane / Butane",Missing
36575,Forced air,Central
36576,Central,Air Conditioning
36577,Wall,Missing
36578,"Other, Electric, Gas, Solar",None
36579,Forced air,None
36580,Central Forced Air - Gas,Central AC
36581,Other,Other
36582,Central,Central Air
36583,"Zoned, Natural Gas",Zoned
36584,Forced Air,Central AC
36586,Other,Central
36588,Missing,Missing
36590,Forced Air,None
36591,Central,Central Air
36592,Missing,Missing
36593,Radiant,None
36595,Central,Missing
36597,Missing,Missing
36598,Forced Air,Central AC
36600,Floor Furnace,Missing
36601,Forced air,None
36602,Other,Missing
36603,Central,Central Air
36604,Other,Missing
36605,"Forced air, Other",Other
36606,"Wall Furnace, Fireplace Insert",None
36607,Central,Central Air
36608,Electric,Missing
36610,Central,Central Air
36611,"Central, Forced Air",Central Air
36612,Missing,Missing
36614,Central,Central Air
36615,Central,Central Air
36616,Central Forced Air - Gas,None
36617,"Natural Gas Furnace, Ducted to All Rooms",Missing
36618,Central,Central Air
36619,Central Forced Air,Central AC
36620,Central,Missing
36621,"Forced air, Gas",Other
36622,Central Forced Air,Whole House / Attic Fan
36623,Wall Furnace,None
36624,Electric,None
36625,"Central, Fireplace Insert",Central Air
36626,Central Forced Air - Gas,Central AC
36627,Central,Missing
36628,Forced Air,None
36630,Central,Central Air
36632,Central,Central Air
36633,Central,Central Air
36634,Central Forced Air - Gas,"Central AC, Whole House / Attic Fan"
36638,None,Missing
36639,Central,Central Air
36640,"Forced air, Gas",None
36641,Central,Missing
36642,Missing,Missing
36643,"Zoned, Central","Central Air, Zoned"
36644,Radiant,Missing
36645,"Central, Gas, Radiant, Solar",Missing
36646,Missing,Central Air
36647,Central Forced Air,Central AC
36648,Central,Central Air
36649,"Central, Gas","Air Conditioning, Central"
36652,"Central, Fireplace(s)",Central Air
36653,Radiant,Evap Central
36654,Floor Furnace,None
36655,Other,Central
36657,Missing,Missing
36658,Central Forced Air - Gas,None
36659,"Forced air, Other, Gas, Solar","Refrigerator, Central, Solar"
36660,"Central, Gas",Ceiling Fan(s)
36663,"Baseboard, Forced air, Heat pump, Radiant, Electric, Gas, Geothermal","Refrigerator, Central, Other"
36664,Central Forced Air,Central AC
36665,Central Forced Air,None
36667,Central,Central Air
36668,Forced Air,None
36669,Woodstove,Missing
36670,Forced Air,None
36671,Central,Central Air
36672,Central Forced Air,Central AC
36673,Forced Air,None
36674,Missing,None
36676,"Central, Active Solar","Central Air, Multi Units"
36677,Missing,Central Air
36680,"Forced Air, Fireplace",Central AC
36683,"Forced air, Gas",Central
36684,Forced Air,Central Air
36685,Wall Furnace,None
36687,Wall Furnace,None
36688,Missing,Missing
36689,Missing,"Wall/Window Unit(s), Whole House Fan"
36690,Central,Central Air
36691,Central,Central Air
36692,Central,Central Air
36693,Central,Missing
36694,Central,Central Air
36695,Forced air,Central
36696,Forced Air,None
36697,"Central, Forced Air","Central Air, Dual"
36698,"Propane, Wall Furnace, Pellet Stove",Whole House Fan
36699,Gravity,Ceiling Fan(s)
36700,Central Forced Air - Gas,Central AC
36701,Missing,Missing
36702,"Central, Gas",Missing
36703,Wall Furnace,"Ceiling Fan(s), Wall/Window Unit(s)"
36704,Baseboard,None
36705,Central,Central Air
36706,"Central, Forced Air",Central Air
36707,Wall Furnace,Wall/Window Unit(s)
36708,"Forced air, Electric, Gas, Solar","Central, Solar"
36709,Central,Central Air
36712,Central,Central Air
36713,Central,Central Air
36715,None,Missing
36716,Central,Central Air
36717,"Gas, Wall Furnace, Central Forced Air - Gas, Other",Other
36718,Other,Missing
36719,Missing,Missing
36720,"Propane, Central, Stove Propane",Central Air
36721,Central Forced Air,Central AC
36722,Central,Central Air
36723,"Baseboard, Stove, Electric, Wood / Pellet",None
36725,Missing,Missing
36726,Central,Central Air
36727,"Central, Gas",Missing
36729,Central,Central Air
36732,Central,Central Air
36733,"Fireplace, Central Forced Air - Gas, Stove - Wood",None
36734,Central,Missing
36735,Forced Air,Ceiling Fan
36736,"Forced Air, Natural Gas",Central Air
36737,"Fireplace(s), Central",Central Air
36738,None,Missing
36739,Central Forced Air,Central AC
36740,"Forced Air, Natural Gas",Central Air
36741,"Zoned, Heat Pump","Zoned, Heat Pump"
36744,Other,Missing
36747,Wall,"Evaporative, Wall"
36748,Missing,Central Air
36749,Central,Central Air
36750,Central,Central Air
36751,"Central, Zoned",Central Air
36752,Missing,None
36753,Other,Central AC
36754,Forced air,"Central, Other"
36755,"Central, Fireplace(s)",Central Air
36756,Missing,Missing
36757,Radiant,None
36758,Radiant,Missing
36760,"Central, Gas",Missing
36762,Central,Central Air
36763,"Central, Electric, Solar, Fireplace(s)","Central Air, Dual"
36764,Missing,"Wall/Window Unit(s), Attic Fan"
36765,Missing,Missing
36766,Central,Central Air
36767,Central,Central Air
36769,"Baseboard, Electric, Hot Water",Missing
36772,Missing,"Wall/Window Unit(s), Electric, Gas"
36773,Central,Central Air
36774,"Wall Furnace, Propane","Wall/Window Unit(s), Electric"
36775,Floor Furnace,None
36777,"Central, Gas",Missing
36779,Central Forced Air,Central AC
36780,Central Forced Air - Gas,Central
36781,"None, Other",Missing
36782,See Remarks,Other
36784,Central Forced Air - Gas,None
36785,Radiant Floor,Other-Rmks
36786,Forced air,Other
36787,Propane,Wall/Window Unit(s)
36788,Central Forced Air,None
36789,Central,Missing
36791,Missing,Missing
36792,"Forced Air, Natural Gas",None
36793,Baseboard,Missing
36794,Central Forced Air - Gas,Central AC
36795,"Propane, Central, Wood Stove",Central Air
36796,"Forced air, Gas, Wood / Pellet",None
36797,Forced air,"Central, Evaporative"
36798,Forced Air,None
36800,Central,Central Air
36803,Baseboard,Missing
36804,"Gas, Forced Air",None
36806,"Forced air, Propane / Butane",Wall
36807,Missing,Missing
36808,"Gas, Forced Air",None
36809,Natural Gas,Missing
36810,"Central Forced Air - Gas, Propane",Central AC
36811,Central Forced Air,Central AC
36812,Central Forced Air,Central AC
36813,Zoned,No Air Conditioning
36816,Other,Missing
36817,Central Forced Air,Central AC
36818,Forced Air,None
36819,Central Forced Air - Gas,None
36820,Central,Missing
36821,Forced air,None
36822,Other,Missing
36823,"Central, Gas",Missing
36825,Forced air,Central
36826,Missing,Missing
36827,Central,Missing
36828,"Natural Gas, Fireplace(s), Forced Air",Central Air
36829,Forced Air,Central AC
36830,Central Forced Air,None
36831,Central,Central Air
36832,Forced air,Missing
36833,"Central, Gas, Hot Water",Missing
36834,"Forced air, Heat pump, Stove, Electric, Solar, Wood / Pellet","Central, Solar"
36835,Central Forced Air,Central AC
36836,Wall Furnace,None
36837,Missing,None
36838,Forced air,None
36839,Fireplace Insert,Evaporative Cooling
36840,"Forced air, Gas",None
36841,Central,None
36842,Forced Air,Central Air
36844,"Propane, Wood Stove",Ceiling Fan(s)
36845,Central,Central Air
36846,Missing,Missing
36848,Missing,Missing
36849,"Central Forced Air, Other","Other, Central AC"
36850,Central,Central Air
36851,Central,Central Air
36852,"Forced air, Gas",Central
36853,"Central, Gas",Missing
36854,Central,None
36855,Missing,Missing
36857,None,Missing
36859,Central,Central Air
36860,Wall Furnace,None
36861,"Forced air, Gas",Central
36862,"Baseboard, Gas",Missing
36863,Missing,Missing
36864,Central,Missing
36866,"Forced air, Propane / Butane, Wood / Pellet",None
36867,Central Forced Air,None
36868,None,Missing
36869,"Baseboard, Gas",Missing
36870,"Wall Furnace, Natural Gas",None
36871,Central,Central Air
36872,Wall Furnace,None
36873,Other,Missing
36874,Central,Missing
36875,"None, Other",Central
36876,Missing,Missing
36877,Central,Missing
36878,"Forced air, Gas",None
36879,Wall Furnace,None
36880,Forced Air,"Ceiling Fan, Central AC"
36881,Wall Furnace,Window Unit(s)
36882,"Forced air, Other",None
36883,Forced Air,Central Air
36884,Central,Central Air
36886,Central,None
36887,Wall Furnace,Missing
36888,"Natural Gas, Central",Central Air
36889,Central Forced Air - Gas,Central AC
36890,Missing,Missing
36891,Missing,None
36892,Missing,Missing
36894,Propane FAU,Central
36895,Forced air,Other
36897,Other-Rmks,Central Air
36900,"Propane, Fireplace(s), Forced Air",Central Air
36901,Missing,None
36902,Wall Furnace,None
36903,"Fireplace, Central Forced Air",Other
36904,Gas,None
36905,Central,Central Air
36906,"Wall Furnace, Wood Stove",Evaporative Cooling
36907,Heat Pump,"AC Central, Heat Pump"
36908,Wall Furnace,None
36909,Central,Central Air
36910,"Gas, Central Forced Air, Solar with Back-up",Central AC
36912,Central Forced Air,"Ceiling Fan, Central AC"
36913,"Gas, Forced Air, Central Forced Air, Central Forced Air - Gas",Central AC
36914,Electric,None
36915,Central Forced Air - Gas,Central AC
36917,Central Forced Air,Central AC
36919,Central,Central Air
36920,Central Forced Air,"Ceiling Fan, Central AC"
36921,Missing,Missing
36923,Other,Missing
36924,Missing,Missing
36925,"Propane, Zoned, Central","Central Air, Zoned"
36926,Wall Furnace,None
36927,Missing,Missing
36928,Other,None
36929,Central Forced Air,Ceiling Fan
36930,Electric,None
36931,Central Forced Air,Central AC
36932,Forced Air,None
36933,Natural Gas,"Central Air, Gas, Electric"
36935,Central Forced Air - Gas,None
36937,Central,Missing
36938,"Propane, Central",Central Air
36939,Central,Central Air
36940,Forced Air,Central Air
36941,Central Forced Air - Gas,Window / Wall Unit
36942,Central,Central Air
36943,Missing,Missing
36944,"Baseboard, Central",Missing
36947,Central,Missing
36948,Missing,Missing
36949,Central,Missing
36950,"Central, Wood Stove",Central Air
36951,Central,Missing
36952,Central Forced Air,None
36954,"Propane, Fireplace(s), Other, Central",Central
36955,"Central, Gas",Missing
36956,Central,Central Air
36957,Central,Central
36958,Missing,Central Air
36959,Central,Central Air
36960,Floor Furnace,None
36961,CFAE,Air Conditioning
36962,Gas,None
36963,Baseboard,Missing
36964,Forced Air,"Ceiling Fan(s), No Air Conditioning"
36965,"Forced air, Electric",Central
36966,"Forced Air, Natural Gas",None
36969,Central,Central Air
36970,Central Forced Air,"Ceiling Fan, Central AC"
36971,"Forced Air, Natural Gas",None
36972,Central,Missing
36973,"Forced air, Propane / Butane",Central
36974,"Natural Gas, Central",Central Air
36975,"Gas, Forced Air",None
36976,Missing,Missing
36978,Wall Furnace,"Ceiling Fan, Window / Wall Unit"
36979,Central,Central Air
36980,"Forced air, Gas",Other
36981,None,None
36982,Baseboard,Missing
36983,Propane,Ceiling Fan
36984,Central,Central Air
36985,Central Forced Air - Gas,Central AC
36986,Central,Central Air
36987,"Forced air, Other, Gas",Other
36988,Radiant,Central Air
36989,Central,Central Air
36990,Missing,Missing
36991,"Other, Gas",Central
36992,"Forced Air, Fireplace(s)",None
36994,"Floor Furnace, Wall Furnace",None
36995,"Forced air, Stove, Propane / Butane, Wood / Pellet",None
36996,Missing,None
36998,Central,Missing
37000,Forced Air,Central AC
37002,Central,Central Air
37003,Missing,None
37004,Central Forced Air,Central AC
37005,"Forced Air, Propane",Wall/Window Unit(s)
37006,"Forced air, Stove, Gas, Wood / Pellet",Missing
37007,Missing,None
37008,"Forced air, Gas",None
37009,Central,Missing
37011,Central,Central Air
37012,Missing,Missing
37013,Missing,None
37014,Central Forced Air,Central AC
37015,"Forced air, Stove, Gas, Wood / Pellet",None
37017,Central,None
37018,Central,Central Air
37019,Central,Central Air
37021,No Heating,None
37022,Central,"Central Air, Zoned"
37023,Baseboard,Missing
37024,Missing,Missing
37025,"Propane, Wood Stove",Evaporative Cooling
37026,Forced air,"Central, Evaporative"
37027,Central,Central Air
37028,Forced Air,None
37029,Forced air,None
37030,None,None
37031,Electric Heat,"Refrigeration, Programmable Thmstat"
37032,Natural Gas,Missing
37033,Forced Air,None
37034,Forced Air,Central AC
37036,Central Forced Air,"Ceiling Fan, Central AC"
37038,Other,Missing
37040,Central,None
37041,Central,Missing
37042,Wall Furnace,None
37043,Natural Gas,"Ceiling Fan(s), No Air Conditioning"
37045,Forced Air,Central Air
37046,Central Forced Air - Gas,None
37047,Forced Air,Ceiling Fan(s)
37048,Central,Central Air
37049,"Zoned, Electric","Zoned, High Efficiency"
37051,Central,Central Air
37052,Missing,"Evaporative, Wall"
37054,Central,Central Air
37055,Central Forced Air,None
37056,Central,Central Air
37057,Central,Central Air
37058,"Wall Furnace, Stove - Wood",Ceiling Fan
37059,Missing,Missing
37060,"Forced Air, Natural Gas",None
